[2025-12-17 17:48:15,797] INFO: Сервер теплицы запущен
[2025-12-17 17:48:16,090] INFO: Сервер теплицы запущен
[2025-12-17 19:08:04,719] INFO: Данные отправлены: T=27.6°C, H=40.4%
[2025-12-18 20:12:44,891] INFO: Сервер теплицы запущен
[2025-12-18 20:12:45,147] INFO: Сервер теплицы запущен
[2025-12-18 20:17:09,102] INFO: Данные отправлены: T=23.8°C, H=50.0%
[2025-12-18 20:17:09,886] INFO: Данные отправлены: T=24.1°C, H=48.8%
[2025-12-18 20:17:11,862] INFO: Данные отправлены: T=23.9°C, H=50.0%
[2025-12-18 20:17:13,871] INFO: Данные отправлены: T=24.3°C, H=50.6%
[2025-12-18 20:17:15,876] INFO: Данные отправлены: T=24.1°C, H=48.8%
[2025-12-18 20:17:17,876] INFO: Данные отправлены: T=23.9°C, H=51.5%
[2025-12-18 20:17:19,918] INFO: Данные отправлены: T=23.4°C, H=50.5%
[2025-12-18 20:17:21,930] INFO: Данные отправлены: T=23.6°C, H=51.0%
[2025-12-18 20:17:35,094] INFO: Данные отправлены: T=22.3°C, H=52.1%
[2025-12-18 20:17:35,266] INFO: Данные отправлены: T=22.7°C, H=53.8%
[2025-12-18 20:17:37,267] INFO: Данные отправлены: T=22.7°C, H=55.5%
[2025-12-18 20:17:39,266] INFO: Данные отправлены: T=22.0°C, H=54.5%
[2025-12-18 20:17:41,272] INFO: Данные отправлены: T=21.8°C, H=53.7%
[2025-12-18 20:17:43,287] INFO: Данные отправлены: T=22.1°C, H=53.8%
[2025-12-18 20:17:51,246] INFO: Данные отправлены: T=21.5°C, H=54.8%
[2025-12-18 20:17:51,426] INFO: Данные отправлены: T=21.7°C, H=57.0%
[2025-12-18 20:17:53,411] INFO: Данные отправлены: T=21.3°C, H=55.2%
[2025-12-18 20:17:55,564] INFO: Данные отправлены: T=21.0°C, H=55.4%
[2025-12-18 20:17:57,409] INFO: Данные отправлены: T=20.8°C, H=55.6%
[2025-12-18 20:17:59,447] INFO: Данные отправлены: T=20.8°C, H=55.7%
[2025-12-18 20:18:01,429] INFO: Данные отправлены: T=21.3°C, H=57.3%
[2025-12-18 20:18:03,448] INFO: Данные отправлены: T=21.3°C, H=56.7%
[2025-12-18 20:18:05,432] INFO: Данные отправлены: T=20.5°C, H=57.1%
[2025-12-18 20:18:07,488] INFO: Данные отправлены: T=20.9°C, H=59.3%
[2025-12-18 20:18:09,492] INFO: Данные отправлены: T=20.5°C, H=58.5%
[2025-12-18 20:18:11,496] INFO: Данные отправлены: T=20.5°C, H=58.7%
[2025-12-18 20:18:13,496] INFO: Данные отправлены: T=20.5°C, H=61.3%
[2025-12-18 20:18:15,499] INFO: Данные отправлены: T=20.0°C, H=61.3%
[2025-12-18 20:18:59,828] INFO: Данные отправлены: T=18.0°C, H=66.2%
[2025-12-18 20:19:01,796] INFO: Данные отправлены: T=17.3°C, H=64.2%
[2025-12-18 20:19:03,794] INFO: Данные отправлены: T=17.5°C, H=67.8%
[2025-12-18 20:19:05,797] INFO: Данные отправлены: T=17.2°C, H=67.9%
[2025-12-18 20:19:07,807] INFO: Данные отправлены: T=17.1°C, H=66.4%
[2025-12-18 20:19:09,820] INFO: Данные отправлены: T=17.3°C, H=65.8%
[2025-12-18 20:19:11,812] INFO: Данные отправлены: T=17.2°C, H=67.0%
[2025-12-18 20:19:13,819] INFO: Данные отправлены: T=17.0°C, H=66.9%
[2025-12-18 20:19:15,823] INFO: Данные отправлены: T=17.3°C, H=67.6%
[2025-12-18 20:19:17,836] INFO: Данные отправлены: T=16.8°C, H=65.6%
[2025-12-18 20:19:19,837] INFO: Данные отправлены: T=17.1°C, H=69.4%
[2025-12-18 20:19:21,841] INFO: Данные отправлены: T=17.3°C, H=65.7%
[2025-12-18 20:19:23,844] INFO: Данные отправлены: T=17.1°C, H=66.3%
[2025-12-18 20:19:25,847] INFO: Данные отправлены: T=16.4°C, H=69.2%
[2025-12-18 20:19:27,852] INFO: Данные отправлены: T=16.6°C, H=66.4%
[2025-12-18 20:19:29,868] INFO: Данные отправлены: T=16.3°C, H=67.3%
[2025-12-18 20:19:31,864] INFO: Данные отправлены: T=16.3°C, H=67.3%
[2025-12-18 20:19:33,876] INFO: Данные отправлены: T=16.2°C, H=69.4%
[2025-12-18 20:19:35,878] INFO: Данные отправлены: T=16.4°C, H=67.1%
[2025-12-18 20:19:37,877] INFO: Данные отправлены: T=16.4°C, H=70.1%
[2025-12-18 20:19:39,889] INFO: Данные отправлены: T=16.2°C, H=70.1%
[2025-12-18 20:19:41,887] INFO: Данные отправлены: T=16.1°C, H=70.7%
[2025-12-18 20:19:43,889] INFO: Данные отправлены: T=16.6°C, H=68.6%
[2025-12-18 20:19:45,902] INFO: Данные отправлены: T=16.5°C, H=69.8%
[2025-12-18 20:19:47,902] INFO: Данные отправлены: T=16.6°C, H=71.0%
[2025-12-18 20:19:49,907] INFO: Данные отправлены: T=16.5°C, H=70.5%
[2025-12-18 20:19:51,921] INFO: Данные отправлены: T=16.2°C, H=71.4%
[2025-12-18 20:19:53,918] INFO: Данные отправлены: T=15.8°C, H=70.5%
[2025-12-18 20:19:55,921] INFO: Данные отправлены: T=16.0°C, H=69.4%
[2025-12-18 20:19:57,927] INFO: Данные отправлены: T=16.1°C, H=69.1%
[2025-12-18 20:19:59,931] INFO: Данные отправлены: T=16.2°C, H=68.5%
[2025-12-18 20:20:01,935] INFO: Данные отправлены: T=15.7°C, H=71.0%
[2025-12-18 20:20:03,939] INFO: Данные отправлены: T=16.4°C, H=69.0%
[2025-12-18 20:20:05,955] INFO: Данные отправлены: T=16.3°C, H=69.7%
[2025-12-18 20:20:07,948] INFO: Данные отправлены: T=16.4°C, H=70.7%
[2025-12-18 20:20:09,955] INFO: Данные отправлены: T=16.2°C, H=68.5%
[2025-12-18 20:20:11,960] INFO: Данные отправлены: T=16.3°C, H=70.8%
[2025-12-18 20:20:13,964] INFO: Данные отправлены: T=15.8°C, H=72.0%
[2025-12-18 20:20:15,970] INFO: Данные отправлены: T=15.8°C, H=68.9%
[2025-12-18 20:20:17,972] INFO: Данные отправлены: T=15.6°C, H=70.5%
[2025-12-18 20:20:19,982] INFO: Данные отправлены: T=16.1°C, H=68.6%
[2025-12-18 20:20:21,985] INFO: Данные отправлены: T=15.9°C, H=71.2%
[2025-12-18 20:20:23,988] INFO: Данные отправлены: T=15.6°C, H=69.3%
[2025-12-18 20:20:25,992] INFO: Данные отправлены: T=16.0°C, H=69.0%
[2025-12-18 20:20:28,002] INFO: Данные отправлены: T=16.1°C, H=68.9%
[2025-12-18 20:20:30,000] INFO: Данные отправлены: T=16.5°C, H=71.3%
[2025-12-18 20:20:32,024] INFO: Данные отправлены: T=16.3°C, H=70.6%
[2025-12-18 20:20:34,022] INFO: Данные отправлены: T=15.8°C, H=69.7%
[2025-12-18 20:20:36,035] INFO: Данные отправлены: T=16.6°C, H=70.2%
[2025-12-18 20:20:38,028] INFO: Данные отправлены: T=15.9°C, H=70.9%
[2025-12-18 20:20:40,044] INFO: Данные отправлены: T=15.8°C, H=70.6%
[2025-12-18 20:20:42,043] INFO: Данные отправлены: T=16.6°C, H=69.7%
[2025-12-18 20:20:44,047] INFO: Данные отправлены: T=16.1°C, H=68.1%
[2025-12-18 20:20:46,039] INFO: Данные отправлены: T=16.4°C, H=68.9%
[2025-12-18 20:20:48,045] INFO: Данные отправлены: T=16.1°C, H=70.9%
[2025-12-18 20:20:50,050] INFO: Данные отправлены: T=16.3°C, H=68.2%
[2025-12-18 20:20:52,063] INFO: Данные отправлены: T=16.0°C, H=68.6%
[2025-12-18 20:20:54,062] INFO: Данные отправлены: T=16.3°C, H=68.8%
[2025-12-18 20:20:56,069] INFO: Данные отправлены: T=16.7°C, H=69.5%
[2025-12-18 20:20:58,073] INFO: Данные отправлены: T=16.4°C, H=69.1%
[2025-12-18 20:21:00,095] INFO: Данные отправлены: T=16.2°C, H=70.1%
[2025-12-18 20:21:02,089] INFO: Данные отправлены: T=16.3°C, H=70.2%
[2025-12-18 20:21:04,084] INFO: Данные отправлены: T=16.5°C, H=69.3%
[2025-12-18 20:21:06,097] INFO: Данные отправлены: T=16.6°C, H=68.4%
[2025-12-18 20:21:08,099] INFO: Данные отправлены: T=16.9°C, H=69.0%
[2025-12-18 20:21:10,099] INFO: Данные отправлены: T=17.2°C, H=66.4%
[2025-12-18 20:21:12,102] INFO: Данные отправлены: T=16.9°C, H=67.5%
[2025-12-18 20:21:14,106] INFO: Данные отправлены: T=16.7°C, H=67.9%
[2025-12-18 20:21:16,112] INFO: Данные отправлены: T=17.4°C, H=66.2%
[2025-12-18 20:21:18,122] INFO: Данные отправлены: T=16.8°C, H=68.1%
[2025-12-18 20:21:20,121] INFO: Данные отправлены: T=17.2°C, H=66.0%
[2025-12-18 20:21:22,122] INFO: Данные отправлены: T=17.6°C, H=67.1%
[2025-12-18 20:21:24,128] INFO: Данные отправлены: T=17.5°C, H=64.6%
[2025-12-18 20:21:26,134] INFO: Данные отправлены: T=17.5°C, H=67.5%
[2025-12-18 20:21:28,140] INFO: Данные отправлены: T=17.9°C, H=66.9%
[2025-12-18 20:21:30,146] INFO: Данные отправлены: T=17.4°C, H=65.5%
[2025-12-18 20:21:32,149] INFO: Данные отправлены: T=17.6°C, H=63.9%
[2025-12-18 20:21:34,151] INFO: Данные отправлены: T=17.9°C, H=66.6%
[2025-12-18 20:21:36,155] INFO: Данные отправлены: T=17.6°C, H=63.3%
[2025-12-18 20:21:38,161] INFO: Данные отправлены: T=17.8°C, H=65.5%
[2025-12-18 20:21:40,166] INFO: Данные отправлены: T=18.4°C, H=65.8%
[2025-12-18 20:21:42,168] INFO: Данные отправлены: T=18.3°C, H=65.0%
[2025-12-18 20:21:44,174] INFO: Данные отправлены: T=18.4°C, H=64.5%
[2025-12-18 20:21:46,179] INFO: Данные отправлены: T=18.5°C, H=65.4%
[2025-12-18 20:21:48,187] INFO: Данные отправлены: T=18.4°C, H=63.3%
[2025-12-18 20:21:50,193] INFO: Данные отправлены: T=19.0°C, H=64.6%
[2025-12-18 20:21:52,195] INFO: Данные отправлены: T=18.6°C, H=63.0%
[2025-12-18 20:21:54,197] INFO: Данные отправлены: T=18.7°C, H=61.2%
[2025-12-18 20:21:56,200] INFO: Данные отправлены: T=19.2°C, H=61.8%
[2025-12-18 20:21:58,204] INFO: Данные отправлены: T=19.5°C, H=64.0%
[2025-12-18 20:22:00,212] INFO: Данные отправлены: T=19.6°C, H=63.2%
[2025-12-18 20:22:02,217] INFO: Данные отправлены: T=19.1°C, H=61.9%
[2025-12-18 20:22:04,218] INFO: Данные отправлены: T=19.1°C, H=60.3%
[2025-12-18 20:22:06,222] INFO: Данные отправлены: T=20.0°C, H=59.8%
[2025-12-18 20:22:08,236] INFO: Данные отправлены: T=19.7°C, H=61.1%
[2025-12-18 20:22:10,234] INFO: Данные отправлены: T=20.1°C, H=62.1%
[2025-12-18 20:22:12,235] INFO: Данные отправлены: T=19.9°C, H=58.5%
[2025-12-18 20:22:14,240] INFO: Данные отправлены: T=20.1°C, H=59.7%
[2025-12-18 20:22:16,246] INFO: Данные отправлены: T=20.6°C, H=57.6%
[2025-12-18 20:22:18,262] INFO: Данные отправлены: T=20.0°C, H=60.2%
[2025-12-18 20:23:23,463] INFO: Данные отправлены: T=24.4°C, H=50.7%
[2025-12-18 20:23:23,627] INFO: Данные отправлены: T=24.6°C, H=50.6%
[2025-12-18 20:23:25,616] INFO: Данные отправлены: T=24.5°C, H=49.5%
[2025-12-18 20:23:27,623] INFO: Данные отправлены: T=25.0°C, H=49.0%
[2025-12-18 20:23:29,628] INFO: Данные отправлены: T=24.8°C, H=48.8%
[2025-12-18 20:23:31,631] INFO: Данные отправлены: T=24.9°C, H=49.0%
[2025-12-18 20:23:33,632] INFO: Данные отправлены: T=24.5°C, H=48.5%
[2025-12-18 20:23:35,638] INFO: Данные отправлены: T=24.8°C, H=45.8%
[2025-12-18 20:23:37,641] INFO: Данные отправлены: T=24.9°C, H=46.9%
[2025-12-18 20:23:39,645] INFO: Данные отправлены: T=24.9°C, H=47.1%
[2025-12-18 20:23:41,659] INFO: Данные отправлены: T=25.2°C, H=46.3%
[2025-12-18 20:23:43,655] INFO: Данные отправлены: T=25.4°C, H=45.5%
[2025-12-18 20:23:45,661] INFO: Данные отправлены: T=25.7°C, H=45.6%
[2025-12-18 20:23:47,663] INFO: Данные отправлены: T=25.5°C, H=44.7%
[2025-12-18 20:23:49,671] INFO: Данные отправлены: T=25.5°C, H=44.2%
[2025-12-18 20:23:51,673] INFO: Данные отправлены: T=26.0°C, H=47.1%
[2025-12-18 20:23:53,698] INFO: Данные отправлены: T=26.2°C, H=45.3%
[2025-12-18 20:23:55,700] INFO: Данные отправлены: T=25.8°C, H=44.2%
[2025-12-18 20:23:57,920] INFO: Данные отправлены: T=26.6°C, H=43.0%
[2025-12-18 20:23:59,698] INFO: Данные отправлены: T=26.7°C, H=42.9%
[2025-12-18 20:24:01,716] INFO: Данные отправлены: T=26.4°C, H=42.4%
[2025-12-18 20:24:03,714] INFO: Данные отправлены: T=26.3°C, H=43.4%
[2025-12-18 20:24:05,711] INFO: Данные отправлены: T=26.7°C, H=44.8%
[2025-12-18 20:24:07,718] INFO: Данные отправлены: T=26.8°C, H=44.3%
[2025-12-18 20:24:09,730] INFO: Данные отправлены: T=26.2°C, H=42.8%
[2025-12-18 20:24:11,723] INFO: Данные отправлены: T=27.0°C, H=44.8%
[2025-12-18 20:24:13,728] INFO: Данные отправлены: T=26.9°C, H=41.9%
[2025-12-18 20:24:15,739] INFO: Данные отправлены: T=26.4°C, H=42.6%
[2025-12-18 20:27:54,931] INFO: Данные отправлены: T=21.3°C, H=56.4%
[2025-12-18 20:27:55,444] INFO: Данные отправлены: T=21.2°C, H=57.6%
[2025-12-18 20:28:00,435] INFO: Данные отправлены: T=20.9°C, H=57.3%
[2025-12-18 20:28:05,444] INFO: Данные отправлены: T=21.0°C, H=56.5%
[2025-12-18 20:28:10,451] INFO: Данные отправлены: T=20.7°C, H=57.8%
[2025-12-18 20:28:15,462] INFO: Данные отправлены: T=19.9°C, H=59.3%
[2025-12-18 20:28:20,470] INFO: Данные отправлены: T=19.7°C, H=59.5%
[2025-12-18 20:28:25,475] INFO: Данные отправлены: T=20.0°C, H=59.3%
[2025-12-18 20:28:30,485] INFO: Данные отправлены: T=19.2°C, H=61.7%
[2025-12-18 20:28:35,494] INFO: Данные отправлены: T=18.5°C, H=60.7%
[2025-12-18 20:28:40,500] INFO: Данные отправлены: T=18.7°C, H=62.8%
[2025-12-18 20:28:45,508] INFO: Данные отправлены: T=18.4°C, H=63.9%
[2025-12-18 20:28:50,521] INFO: Данные отправлены: T=18.4°C, H=62.6%
[2025-12-18 20:28:55,525] INFO: Данные отправлены: T=17.5°C, H=65.5%
[2025-12-18 20:29:00,534] INFO: Данные отправлены: T=18.0°C, H=66.2%
[2025-12-18 20:29:05,560] INFO: Данные отправлены: T=17.3°C, H=64.2%
[2025-12-18 20:29:16,689] INFO: Данные отправлены: T=17.3°C, H=65.8%
[2025-12-18 20:29:16,932] INFO: Данные отправлены: T=16.6°C, H=66.1%
[2025-12-18 20:29:21,928] INFO: Данные отправлены: T=16.6°C, H=66.5%
[2025-12-18 20:29:26,942] INFO: Данные отправлены: T=16.7°C, H=67.0%
[2025-12-18 20:33:42,566] INFO: Данные отправлены: T=25.0°C, H=47.3%
[2025-12-18 20:33:43,120] INFO: Данные отправлены: T=25.9°C, H=45.1%
[2025-12-18 20:33:48,120] INFO: Данные отправлены: T=25.9°C, H=45.6%
[2025-12-18 20:33:53,129] INFO: Данные отправлены: T=25.9°C, H=45.0%
[2025-12-18 20:33:58,135] INFO: Данные отправлены: T=26.3°C, H=43.3%
[2025-12-18 20:34:09,523] INFO: Данные отправлены: T=27.0°C, H=43.3%
[2025-12-18 20:34:09,703] INFO: Данные отправлены: T=26.7°C, H=43.4%
[2025-12-18 20:34:14,691] INFO: Данные отправлены: T=26.7°C, H=41.8%
[2025-12-18 20:34:19,696] INFO: Данные отправлены: T=27.3°C, H=44.4%
[2025-12-18 20:34:24,706] INFO: Данные отправлены: T=27.4°C, H=42.9%
[2025-12-18 20:34:29,714] INFO: Данные отправлены: T=27.8°C, H=42.7%
[2025-12-18 20:34:34,719] INFO: Данные отправлены: T=27.0°C, H=42.4%
[2025-12-18 20:34:39,729] INFO: Данные отправлены: T=27.2°C, H=40.6%
[2025-12-18 20:34:44,737] INFO: Данные отправлены: T=27.5°C, H=39.7%
[2025-12-18 20:34:49,743] INFO: Данные отправлены: T=27.7°C, H=40.1%
[2025-12-18 20:34:54,753] INFO: Данные отправлены: T=28.0°C, H=38.8%
[2025-12-18 20:34:59,758] INFO: Данные отправлены: T=27.8°C, H=40.0%
[2025-12-18 20:35:04,763] INFO: Данные отправлены: T=27.5°C, H=41.8%
[2025-12-18 20:35:09,771] INFO: Данные отправлены: T=28.4°C, H=39.7%
[2025-12-18 20:35:14,782] INFO: Данные отправлены: T=28.2°C, H=39.7%
[2025-12-18 20:35:19,790] INFO: Данные отправлены: T=28.4°C, H=42.0%
[2025-12-18 20:35:24,795] INFO: Данные отправлены: T=28.4°C, H=40.5%
[2025-12-18 20:35:29,802] INFO: Данные отправлены: T=27.6°C, H=38.6%
[2025-12-18 20:35:34,811] INFO: Данные отправлены: T=28.0°C, H=40.7%
[2025-12-18 20:35:39,817] INFO: Данные отправлены: T=27.3°C, H=40.8%
[2025-12-18 20:35:44,826] INFO: Данные отправлены: T=28.1°C, H=42.3%
[2025-12-18 20:35:49,834] INFO: Данные отправлены: T=27.1°C, H=41.5%
[2025-12-18 20:35:54,842] INFO: Данные отправлены: T=27.7°C, H=40.8%
[2025-12-18 20:35:59,849] INFO: Данные отправлены: T=27.6°C, H=42.6%
[2025-12-18 20:36:04,857] INFO: Данные отправлены: T=27.3°C, H=43.8%
[2025-12-18 20:36:09,868] INFO: Данные отправлены: T=26.9°C, H=43.8%
[2025-12-18 20:36:14,874] INFO: Данные отправлены: T=27.2°C, H=43.6%
[2025-12-18 20:36:19,882] INFO: Данные отправлены: T=27.0°C, H=41.6%
[2025-12-18 20:36:24,888] INFO: Данные отправлены: T=26.7°C, H=44.8%
[2025-12-18 20:36:29,902] INFO: Данные отправлены: T=26.1°C, H=46.1%
[2025-12-18 20:36:34,902] INFO: Данные отправлены: T=25.6°C, H=43.5%
[2025-12-18 20:36:39,908] INFO: Данные отправлены: T=26.1°C, H=44.8%
[2025-12-18 20:36:44,936] INFO: Данные отправлены: T=25.3°C, H=45.1%
[2025-12-18 20:36:49,932] INFO: Данные отправлены: T=24.8°C, H=47.7%
[2025-12-18 20:36:54,938] INFO: Данные отправлены: T=25.0°C, H=49.4%
[2025-12-18 20:36:59,952] INFO: Данные отправлены: T=24.7°C, H=48.6%
[2025-12-18 20:37:04,959] INFO: Данные отправлены: T=24.3°C, H=47.5%
[2025-12-18 20:37:09,968] INFO: Данные отправлены: T=23.9°C, H=51.0%
[2025-12-18 20:37:14,978] INFO: Данные отправлены: T=23.7°C, H=48.9%
[2025-12-18 20:37:22,776] INFO: Данные отправлены: T=23.3°C, H=50.1%
[2025-12-18 20:37:22,929] INFO: Данные отправлены: T=23.2°C, H=50.2%
[2025-12-18 20:37:28,007] INFO: Данные отправлены: T=22.9°C, H=54.1%
[2025-12-18 20:37:33,116] INFO: Данные отправлены: T=22.7°C, H=54.1%
[2025-12-18 20:37:37,958] INFO: Данные отправлены: T=22.2°C, H=53.7%
[2025-12-18 20:37:42,963] INFO: Данные отправлены: T=21.8°C, H=52.8%
[2025-12-18 20:37:47,979] INFO: Данные отправлены: T=21.4°C, H=55.5%
[2025-12-18 20:37:52,988] INFO: Данные отправлены: T=21.4°C, H=56.3%
[2025-12-18 20:37:57,987] INFO: Данные отправлены: T=21.1°C, H=58.6%
[2025-12-18 20:38:02,994] INFO: Данные отправлены: T=21.1°C, H=58.0%
[2025-12-18 20:38:31,776] INFO: Данные отправлены: T=19.0°C, H=61.6%
[2025-12-18 20:38:32,099] INFO: Данные отправлены: T=19.1°C, H=60.2%
[2025-12-18 20:38:35,517] INFO: Данные отправлены: T=19.0°C, H=62.4%
[2025-12-18 20:38:36,707] INFO: Данные отправлены: T=19.3°C, H=64.1%
[2025-12-18 20:38:37,159] INFO: Данные отправлены: T=19.1°C, H=62.9%
[2025-12-18 20:38:37,470] INFO: Данные отправлены: T=19.3°C, H=64.4%
[2025-12-18 20:38:49,024] INFO: Данные отправлены: T=18.5°C, H=64.1%
[2025-12-18 20:38:49,095] INFO: Данные отправлены: T=18.4°C, H=65.9%
[2025-12-18 20:38:54,067] INFO: Данные отправлены: T=17.8°C, H=64.7%
[2025-12-18 20:38:59,076] INFO: Данные отправлены: T=17.7°C, H=64.4%
[2025-12-18 20:39:04,097] INFO: Данные отправлены: T=17.7°C, H=67.5%
[2025-12-18 20:39:14,881] INFO: Данные отправлены: T=17.6°C, H=66.0%
[2025-12-18 20:39:15,126] INFO: Данные отправлены: T=16.9°C, H=66.6%
[2025-12-18 20:39:20,130] INFO: Данные отправлены: T=17.4°C, H=66.2%
[2025-12-18 20:39:21,399] INFO: Данные отправлены: T=16.7°C, H=65.9%
[2025-12-18 20:39:21,970] INFO: Данные отправлены: T=17.2°C, H=67.8%
[2025-12-18 20:39:22,504] INFO: Данные отправлены: T=16.9°C, H=67.8%
[2025-12-18 20:39:23,025] INFO: Данные отправлены: T=16.7°C, H=67.9%
[2025-12-18 20:39:23,567] INFO: Данные отправлены: T=17.0°C, H=69.2%
[2025-12-18 20:39:24,103] INFO: Данные отправлены: T=17.0°C, H=69.4%
[2025-12-18 20:39:24,652] INFO: Данные отправлены: T=17.2°C, H=68.9%
[2025-12-18 20:39:25,139] INFO: Данные отправлены: T=16.3°C, H=69.1%
[2025-12-18 20:39:25,740] INFO: Данные отправлены: T=17.0°C, H=68.0%
[2025-12-18 20:39:26,273] INFO: Данные отправлены: T=16.8°C, H=66.6%
[2025-12-18 20:39:26,708] INFO: Данные отправлены: T=16.7°C, H=67.9%
[2025-12-18 20:39:28,997] INFO: Данные отправлены: T=16.4°C, H=68.1%
[2025-12-18 20:39:30,104] INFO: Данные отправлены: T=17.0°C, H=68.2%
[2025-12-18 20:39:30,173] INFO: Данные отправлены: T=16.6°C, H=68.2%
[2025-12-18 20:39:35,153] INFO: Данные отправлены: T=16.5°C, H=70.5%
[2025-12-18 20:39:39,549] INFO: Данные отправлены: T=16.5°C, H=67.7%
[2025-12-18 20:39:40,169] INFO: Данные отправлены: T=16.3°C, H=70.6%
[2025-12-18 20:39:45,169] INFO: Данные отправлены: T=16.1°C, H=67.4%
[2025-12-18 20:39:50,179] INFO: Данные отправлены: T=16.4°C, H=69.8%
[2025-12-18 20:39:55,186] INFO: Данные отправлены: T=16.0°C, H=70.3%
[2025-12-18 20:40:00,192] INFO: Данные отправлены: T=16.2°C, H=68.8%
[2025-12-18 20:40:05,201] INFO: Данные отправлены: T=15.9°C, H=71.1%
[2025-12-18 20:40:10,213] INFO: Данные отправлены: T=16.1°C, H=70.4%
[2025-12-18 20:40:15,223] INFO: Данные отправлены: T=15.9°C, H=71.0%
[2025-12-18 20:40:20,227] INFO: Данные отправлены: T=15.6°C, H=69.0%
[2025-12-18 20:40:25,233] INFO: Данные отправлены: T=15.8°C, H=70.2%
[2025-12-18 20:40:30,388] INFO: Данные отправлены: T=15.6°C, H=69.7%
[2025-12-18 20:40:35,251] INFO: Данные отправлены: T=15.9°C, H=69.5%
[2025-12-18 20:40:40,262] INFO: Данные отправлены: T=16.5°C, H=69.8%
[2025-12-18 20:40:45,458] INFO: Данные отправлены: T=16.6°C, H=70.1%
[2025-12-18 20:40:50,286] INFO: Данные отправлены: T=16.3°C, H=70.0%
[2025-12-18 20:40:55,291] INFO: Данные отправлены: T=16.2°C, H=69.1%
[2025-12-18 20:41:00,299] INFO: Данные отправлены: T=16.8°C, H=69.1%
[2025-12-18 20:41:05,307] INFO: Данные отправлены: T=17.1°C, H=68.7%
[2025-12-18 20:41:10,311] INFO: Данные отправлены: T=17.0°C, H=67.2%
[2025-12-18 20:41:15,320] INFO: Данные отправлены: T=17.5°C, H=66.5%
[2025-12-18 20:41:20,333] INFO: Данные отправлены: T=17.8°C, H=68.4%
[2025-12-18 20:41:25,337] INFO: Данные отправлены: T=17.1°C, H=67.4%
[2025-12-18 20:41:30,342] INFO: Данные отправлены: T=17.8°C, H=64.6%
[2025-12-18 20:41:35,355] INFO: Данные отправлены: T=18.5°C, H=66.5%
[2025-12-18 20:41:40,363] INFO: Данные отправлены: T=18.2°C, H=62.4%
[2025-12-18 20:41:45,369] INFO: Данные отправлены: T=18.4°C, H=64.7%
[2025-12-18 20:41:50,378] INFO: Данные отправлены: T=19.2°C, H=62.8%
[2025-12-18 20:41:55,384] INFO: Данные отправлены: T=19.4°C, H=62.3%
[2025-12-18 20:42:00,396] INFO: Данные отправлены: T=19.1°C, H=62.7%
[2025-12-18 20:42:05,403] INFO: Данные отправлены: T=19.2°C, H=59.9%
[2025-12-18 20:42:10,412] INFO: Данные отправлены: T=19.8°C, H=59.4%
[2025-12-18 20:42:15,419] INFO: Данные отправлены: T=20.1°C, H=60.8%
[2025-12-18 20:42:20,450] INFO: Данные отправлены: T=20.2°C, H=58.0%
[2025-12-18 20:42:43,720] INFO: Данные отправлены: T=21.4°C, H=54.2%
[2025-12-18 20:42:43,883] INFO: Данные отправлены: T=22.3°C, H=55.5%
[2025-12-18 20:42:48,889] INFO: Данные отправлены: T=22.7°C, H=56.0%
[2025-12-18 20:42:53,900] INFO: Данные отправлены: T=22.5°C, H=54.8%
[2025-12-18 20:42:58,903] INFO: Данные отправлены: T=23.2°C, H=51.0%
[2025-12-18 20:43:03,911] INFO: Данные отправлены: T=22.7°C, H=52.1%
[2025-12-18 20:43:08,922] INFO: Данные отправлены: T=23.2°C, H=51.0%
[2025-12-18 20:43:13,931] INFO: Данные отправлены: T=23.8°C, H=50.9%
[2025-12-18 20:43:18,941] INFO: Данные отправлены: T=23.9°C, H=51.4%
[2025-12-18 20:43:23,944] INFO: Данные отправлены: T=24.3°C, H=50.6%
[2025-12-18 20:43:28,953] INFO: Данные отправлены: T=25.1°C, H=47.0%
[2025-12-18 20:43:33,962] INFO: Данные отправлены: T=25.2°C, H=47.1%
[2025-12-18 20:43:38,975] INFO: Данные отправлены: T=24.8°C, H=46.8%
[2025-12-18 20:43:43,987] INFO: Данные отправлены: T=25.0°C, H=44.4%
[2025-12-18 20:43:48,989] INFO: Данные отправлены: T=25.9°C, H=46.6%
[2025-12-18 20:43:54,003] INFO: Данные отправлены: T=26.4°C, H=44.6%
[2025-12-18 20:44:17,949] INFO: Данные отправлены: T=26.7°C, H=41.6%
[2025-12-18 20:44:18,520] INFO: Данные отправлены: T=27.1°C, H=43.9%
[2025-12-18 20:44:23,529] INFO: Данные отправлены: T=26.7°C, H=41.8%
[2025-12-18 20:44:45,322] INFO: Данные отправлены: T=27.9°C, H=39.7%
[2025-12-18 20:44:45,535] INFO: Данные отправлены: T=28.0°C, H=41.3%
[2025-12-18 20:44:50,515] INFO: Данные отправлены: T=28.2°C, H=39.2%
[2025-12-18 20:44:55,520] INFO: Данные отправлены: T=27.9°C, H=42.0%
[2025-12-18 20:45:00,529] INFO: Данные отправлены: T=27.7°C, H=38.6%
[2025-12-18 20:45:05,537] INFO: Данные отправлены: T=28.3°C, H=38.7%
[2025-12-18 20:45:10,548] INFO: Данные отправлены: T=27.7°C, H=40.0%
[2025-12-18 20:45:15,556] INFO: Данные отправлены: T=28.0°C, H=41.1%
[2025-12-18 20:45:20,564] INFO: Данные отправлены: T=28.4°C, H=40.7%
